date,fail_rate
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-04-30,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-05,0.0
2016-05-08,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-10,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-12,0.0
2016-05-19,0.0
2016-05-19,0.0
2016-05-19,0.0
2016-05-19,0.0
2016-05-19,0.0
2016-05-19,0.25
2016-05-19,0.0
2016-05-28,0.71428573
2016-05-28,0.5
2016-05-28,0.14285715
2016-05-28,0.0
2016-05-28,0.25
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-05-28,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-04,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,1.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-22,0.0
2016-06-23,0.6
2016-06-23,0.33333334
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-23,0.0
2016-06-28,0.16666667
2016-06-28,0.33333334
2016-06-28,0.16666667
2016-06-28,0.16666667
2016-06-28,0.0
2016-06-28,0.0
2016-06-28,0.0
2016-06-28,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-04,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-08,0.0
2016-07-12,0.0
2016-07-12,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,0.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,1.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.5
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-20,0.0
2016-07-21,1.0
2016-07-21,0.0
2016-07-21,1.0
2016-07-21,0.0
2016-07-21,0.0
2016-07-21,0.0
2016-07-21,0.0
2016-07-24,0.0
2016-07-24,1.0
2016-07-24,0.0
2016-07-24,0.0
2016-07-24,0.0
2016-07-24,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-25,0.0
2016-07-25,0.0
2016-07-25,0.0
2016-07-25,0.0
2016-07-25,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
2016-07-27,0.0
